Start,Finish,Heart Rate (count/min)
06-Nov-2017 01:53,06-Nov-2017 01:53,98.0
06-Nov-2017 01:53,06-Nov-2017 01:53,95.0
06-Nov-2017 01:53,06-Nov-2017 01:53,94.0
06-Nov-2017 01:53,06-Nov-2017 01:53,92.0
06-Nov-2017 01:53,06-Nov-2017 01:53,92.0
06-Nov-2017 01:53,06-Nov-2017 01:53,102.0
06-Nov-2017 01:53,06-Nov-2017 01:53,92.0
06-Nov-2017 01:53,06-Nov-2017 01:53,91.0
06-Nov-2017 01:53,06-Nov-2017 01:53,90.0
06-Nov-2017 01:54,06-Nov-2017 01:54,86.0
06-Nov-2017 01:54,06-Nov-2017 01:54,86.0
06-Nov-2017 01:54,06-Nov-2017 01:54,85.0
06-Nov-2017 01:54,06-Nov-2017 01:54,85.0
06-Nov-2017 01:54,06-Nov-2017 01:54,86.0
06-Nov-2017 01:54,06-Nov-2017 01:54,86.0
06-Nov-2017 01:54,06-Nov-2017 01:54,86.0
06-Nov-2017 01:54,06-Nov-2017 01:54,86.0
06-Nov-2017 01:54,06-Nov-2017 01:54,83.0
06-Nov-2017 01:54,06-Nov-2017 01:54,86.0
06-Nov-2017 01:54,06-Nov-2017 01:54,85.0
06-Nov-2017 01:54,06-Nov-2017 01:54,85.0
06-Nov-2017 01:55,06-Nov-2017 01:55,85.0
06-Nov-2017 01:55,06-Nov-2017 01:55,86.0
06-Nov-2017 01:55,06-Nov-2017 01:55,86.0
06-Nov-2017 01:55,06-Nov-2017 01:55,92.0
06-Nov-2017 01:55,06-Nov-2017 01:55,90.0
06-Nov-2017 01:55,06-Nov-2017 01:55,86.0
06-Nov-2017 01:55,06-Nov-2017 01:55,86.0
06-Nov-2017 01:55,06-Nov-2017 01:55,87.0
06-Nov-2017 01:55,06-Nov-2017 01:55,86.0
06-Nov-2017 01:55,06-Nov-2017 01:55,86.0
06-Nov-2017 01:55,06-Nov-2017 01:55,86.0
06-Nov-2017 01:56,06-Nov-2017 01:56,83.0
06-Nov-2017 01:56,06-Nov-2017 01:56,83.0
06-Nov-2017 01:56,06-Nov-2017 01:56,87.0
06-Nov-2017 01:56,06-Nov-2017 01:56,87.0
06-Nov-2017 01:56,06-Nov-2017 01:56,86.0
06-Nov-2017 01:56,06-Nov-2017 01:56,87.0
06-Nov-2017 01:56,06-Nov-2017 01:56,87.0
06-Nov-2017 01:56,06-Nov-2017 01:56,87.0
06-Nov-2017 01:56,06-Nov-2017 01:56,89.0
06-Nov-2017 01:56,06-Nov-2017 01:56,87.0
06-Nov-2017 01:56,06-Nov-2017 01:56,87.0
06-Nov-2017 01:57,06-Nov-2017 01:57,89.0
06-Nov-2017 01:57,06-Nov-2017 01:57,89.0
06-Nov-2017 01:57,06-Nov-2017 01:57,86.0
06-Nov-2017 01:57,06-Nov-2017 01:57,87.0
06-Nov-2017 01:57,06-Nov-2017 01:57,89.0
06-Nov-2017 01:57,06-Nov-2017 01:57,87.0
06-Nov-2017 01:57,06-Nov-2017 01:57,87.0
06-Nov-2017 01:57,06-Nov-2017 01:57,86.0
06-Nov-2017 01:57,06-Nov-2017 01:57,86.0
06-Nov-2017 01:57,06-Nov-2017 01:57,86.0
06-Nov-2017 01:57,06-Nov-2017 01:57,86.0
06-Nov-2017 01:57,06-Nov-2017 01:57,86.0
06-Nov-2017 01:58,06-Nov-2017 01:58,86.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:58,06-Nov-2017 01:58,87.0
06-Nov-2017 01:59,06-Nov-2017 01:59,90.0
06-Nov-2017 01:59,06-Nov-2017 01:59,91.0
06-Nov-2017 01:59,06-Nov-2017 01:59,91.0
06-Nov-2017 01:59,06-Nov-2017 01:59,90.0
06-Nov-2017 01:59,06-Nov-2017 01:59,89.0
06-Nov-2017 01:59,06-Nov-2017 01:59,89.0
06-Nov-2017 01:59,06-Nov-2017 01:59,87.0
06-Nov-2017 01:59,06-Nov-2017 01:59,87.0
06-Nov-2017 01:59,06-Nov-2017 01:59,87.0
06-Nov-2017 01:59,06-Nov-2017 01:59,87.0
06-Nov-2017 01:59,06-Nov-2017 01:59,89.0
06-Nov-2017 01:59,06-Nov-2017 01:59,89.0
06-Nov-2017 02:00,06-Nov-2017 02:00,89.0
06-Nov-2017 02:00,06-Nov-2017 02:00,86.0
06-Nov-2017 02:00,06-Nov-2017 02:00,87.0
06-Nov-2017 02:00,06-Nov-2017 02:00,90.0
06-Nov-2017 02:00,06-Nov-2017 02:00,90.0
06-Nov-2017 02:00,06-Nov-2017 02:00,89.0
06-Nov-2017 02:00,06-Nov-2017 02:00,89.0
06-Nov-2017 02:00,06-Nov-2017 02:00,86.0
06-Nov-2017 02:00,06-Nov-2017 02:00,86.0
06-Nov-2017 02:00,06-Nov-2017 02:00,87.0
06-Nov-2017 02:01,06-Nov-2017 02:01,89.0
06-Nov-2017 02:01,06-Nov-2017 02:01,89.0
06-Nov-2017 02:01,06-Nov-2017 02:01,89.0
06-Nov-2017 02:01,06-Nov-2017 02:01,87.0
06-Nov-2017 02:01,06-Nov-2017 02:01,85.0
06-Nov-2017 02:01,06-Nov-2017 02:01,86.0
06-Nov-2017 02:01,06-Nov-2017 02:01,85.0
06-Nov-2017 02:01,06-Nov-2017 02:01,87.0
06-Nov-2017 02:01,06-Nov-2017 02:01,87.0
06-Nov-2017 02:01,06-Nov-2017 02:01,87.0
06-Nov-2017 02:01,06-Nov-2017 02:01,87.0
06-Nov-2017 02:01,06-Nov-2017 02:01,89.0
06-Nov-2017 02:01,06-Nov-2017 02:01,89.0
06-Nov-2017 02:02,06-Nov-2017 02:02,90.0
06-Nov-2017 02:02,06-Nov-2017 02:02,89.0
06-Nov-2017 02:02,06-Nov-2017 02:02,90.0
06-Nov-2017 02:02,06-Nov-2017 02:02,87.0
06-Nov-2017 02:02,06-Nov-2017 02:02,86.0
06-Nov-2017 02:02,06-Nov-2017 02:02,86.0
06-Nov-2017 02:02,06-Nov-2017 02:02,87.0
06-Nov-2017 02:02,06-Nov-2017 02:02,87.0
06-Nov-2017 02:02,06-Nov-2017 02:02,87.0
06-Nov-2017 02:02,06-Nov-2017 02:02,89.0
06-Nov-2017 02:02,06-Nov-2017 02:02,89.0
06-Nov-2017 02:02,06-Nov-2017 02:02,89.0
06-Nov-2017 02:03,06-Nov-2017 02:03,87.0
06-Nov-2017 02:03,06-Nov-2017 02:03,87.0
06-Nov-2017 02:03,06-Nov-2017 02:03,87.0
06-Nov-2017 02:03,06-Nov-2017 02:03,88.0
06-Nov-2017 02:04,06-Nov-2017 02:04,116.0
06-Nov-2017 02:04,06-Nov-2017 02:04,116.0
06-Nov-2017 02:04,06-Nov-2017 02:04,117.0
06-Nov-2017 02:04,06-Nov-2017 02:04,117.0
06-Nov-2017 02:04,06-Nov-2017 02:04,118.0
06-Nov-2017 02:04,06-Nov-2017 02:04,118.0
06-Nov-2017 02:05,06-Nov-2017 02:05,118.0
06-Nov-2017 02:05,06-Nov-2017 02:05,118.0
06-Nov-2017 02:05,06-Nov-2017 02:05,118.0
06-Nov-2017 02:05,06-Nov-2017 02:05,119.0
06-Nov-2017 02:05,06-Nov-2017 02:05,118.0
06-Nov-2017 02:05,06-Nov-2017 02:05,117.0
06-Nov-2017 02:05,06-Nov-2017 02:05,103.0
06-Nov-2017 02:05,06-Nov-2017 02:05,98.0
06-Nov-2017 02:05,06-Nov-2017 02:05,98.0
06-Nov-2017 02:05,06-Nov-2017 02:05,98.0
06-Nov-2017 02:05,06-Nov-2017 02:05,98.0
06-Nov-2017 02:06,06-Nov-2017 02:06,101.0
06-Nov-2017 02:06,06-Nov-2017 02:06,100.0
06-Nov-2017 02:06,06-Nov-2017 02:06,96.0
06-Nov-2017 02:06,06-Nov-2017 02:06,95.0
06-Nov-2017 02:06,06-Nov-2017 02:06,95.0
06-Nov-2017 02:06,06-Nov-2017 02:06,104.0
06-Nov-2017 02:06,06-Nov-2017 02:06,104.0
06-Nov-2017 02:06,06-Nov-2017 02:06,99.0
06-Nov-2017 02:06,06-Nov-2017 02:06,96.0
06-Nov-2017 02:06,06-Nov-2017 02:06,96.0
06-Nov-2017 02:06,06-Nov-2017 02:06,99.0
06-Nov-2017 02:06,06-Nov-2017 02:06,102.0
06-Nov-2017 02:07,06-Nov-2017 02:07,100.0
06-Nov-2017 02:07,06-Nov-2017 02:07,101.0
06-Nov-2017 02:07,06-Nov-2017 02:07,100.0
06-Nov-2017 02:07,06-Nov-2017 02:07,98.0
06-Nov-2017 02:07,06-Nov-2017 02:07,98.0
06-Nov-2017 02:07,06-Nov-2017 02:07,98.0
06-Nov-2017 02:07,06-Nov-2017 02:07,98.0
06-Nov-2017 02:07,06-Nov-2017 02:07,86.0
06-Nov-2017 02:07,06-Nov-2017 02:07,86.0
06-Nov-2017 02:07,06-Nov-2017 02:07,87.0
06-Nov-2017 02:07,06-Nov-2017 02:07,115.0
06-Nov-2017 02:09,06-Nov-2017 02:09,59.0
06-Nov-2017 02:09,06-Nov-2017 02:09,59.0
06-Nov-2017 02:09,06-Nov-2017 02:09,131.0
06-Nov-2017 02:09,06-Nov-2017 02:09,131.0
06-Nov-2017 02:09,06-Nov-2017 02:09,129.0
06-Nov-2017 02:09,06-Nov-2017 02:09,129.0
06-Nov-2017 02:09,06-Nov-2017 02:09,128.0
06-Nov-2017 02:09,06-Nov-2017 02:09,128.0
06-Nov-2017 02:09,06-Nov-2017 02:09,124.0
06-Nov-2017 02:10,06-Nov-2017 02:10,124.0
06-Nov-2017 02:10,06-Nov-2017 02:10,128.0
06-Nov-2017 02:10,06-Nov-2017 02:10,128.0
06-Nov-2017 02:10,06-Nov-2017 02:10,123.0
06-Nov-2017 02:10,06-Nov-2017 02:10,112.0
06-Nov-2017 02:11,06-Nov-2017 02:11,113.0
06-Nov-2017 02:11,06-Nov-2017 02:11,111.0
06-Nov-2017 02:12,06-Nov-2017 02:12,117.0
06-Nov-2017 02:12,06-Nov-2017 02:12,115.0
06-Nov-2017 02:12,06-Nov-2017 02:12,105.0
06-Nov-2017 02:12,06-Nov-2017 02:12,100.0
06-Nov-2017 02:13,06-Nov-2017 02:13,96.0
06-Nov-2017 02:13,06-Nov-2017 02:13,99.0
06-Nov-2017 02:13,06-Nov-2017 02:13,95.0
06-Nov-2017 02:13,06-Nov-2017 02:13,95.0
06-Nov-2017 02:13,06-Nov-2017 02:13,95.0
06-Nov-2017 02:13,06-Nov-2017 02:13,95.0
06-Nov-2017 02:13,06-Nov-2017 02:13,98.0
06-Nov-2017 02:13,06-Nov-2017 02:13,100.0
06-Nov-2017 02:13,06-Nov-2017 02:13,95.0
06-Nov-2017 02:13,06-Nov-2017 02:13,100.0
06-Nov-2017 02:13,06-Nov-2017 02:13,99.0
06-Nov-2017 02:14,06-Nov-2017 02:14,95.0
06-Nov-2017 02:14,06-Nov-2017 02:14,92.0
06-Nov-2017 02:14,06-Nov-2017 02:14,101.0
06-Nov-2017 02:14,06-Nov-2017 02:14,102.0
06-Nov-2017 02:14,06-Nov-2017 02:14,92.0
06-Nov-2017 02:14,06-Nov-2017 02:14,92.0
06-Nov-2017 02:14,06-Nov-2017 02:14,99.0
06-Nov-2017 02:14,06-Nov-2017 02:14,98.0
06-Nov-2017 02:14,06-Nov-2017 02:14,92.0
06-Nov-2017 02:14,06-Nov-2017 02:14,96.0
06-Nov-2017 02:14,06-Nov-2017 02:14,96.0
06-Nov-2017 02:14,06-Nov-2017 02:14,101.0
06-Nov-2017 02:15,06-Nov-2017 02:15,104.0
06-Nov-2017 02:15,06-Nov-2017 02:15,96.0
06-Nov-2017 02:15,06-Nov-2017 02:15,95.0
06-Nov-2017 02:15,06-Nov-2017 02:15,95.0
06-Nov-2017 02:15,06-Nov-2017 02:15,95.0
06-Nov-2017 02:15,06-Nov-2017 02:15,108.0
06-Nov-2017 02:15,06-Nov-2017 02:15,109.0
06-Nov-2017 02:15,06-Nov-2017 02:15,110.0
06-Nov-2017 02:15,06-Nov-2017 02:15,109.0
06-Nov-2017 02:15,06-Nov-2017 02:15,109.0
06-Nov-2017 02:15,06-Nov-2017 02:15,110.0
06-Nov-2017 02:15,06-Nov-2017 02:15,109.0
06-Nov-2017 02:16,06-Nov-2017 02:16,109.0
06-Nov-2017 02:16,06-Nov-2017 02:16,109.0
06-Nov-2017 02:16,06-Nov-2017 02:16,109.0
06-Nov-2017 02:16,06-Nov-2017 02:16,109.0
06-Nov-2017 02:16,06-Nov-2017 02:16,109.0
06-Nov-2017 02:16,06-Nov-2017 02:16,74.0
06-Nov-2017 02:17,06-Nov-2017 02:17,89.0
06-Nov-2017 02:17,06-Nov-2017 02:17,91.0
06-Nov-2017 02:17,06-Nov-2017 02:17,92.0
06-Nov-2017 02:17,06-Nov-2017 02:17,89.0
06-Nov-2017 02:17,06-Nov-2017 02:17,89.0
06-Nov-2017 02:17,06-Nov-2017 02:17,89.0
06-Nov-2017 02:17,06-Nov-2017 02:17,90.0
06-Nov-2017 02:17,06-Nov-2017 02:17,90.0
06-Nov-2017 02:17,06-Nov-2017 02:17,90.0
06-Nov-2017 02:17,06-Nov-2017 02:17,91.0
06-Nov-2017 02:18,06-Nov-2017 02:18,92.0
06-Nov-2017 02:18,06-Nov-2017 02:18,92.0
06-Nov-2017 02:18,06-Nov-2017 02:18,92.0
06-Nov-2017 02:18,06-Nov-2017 02:18,92.0
06-Nov-2017 02:18,06-Nov-2017 02:18,92.0
06-Nov-2017 02:18,06-Nov-2017 02:18,92.0
06-Nov-2017 02:18,06-Nov-2017 02:18,92.0
06-Nov-2017 02:18,06-Nov-2017 02:18,94.0
06-Nov-2017 02:18,06-Nov-2017 02:18,92.0
06-Nov-2017 02:18,06-Nov-2017 02:18,92.0
06-Nov-2017 02:18,06-Nov-2017 02:18,91.0
06-Nov-2017 02:18,06-Nov-2017 02:18,91.0
06-Nov-2017 02:19,06-Nov-2017 02:19,83.0
06-Nov-2017 02:19,06-Nov-2017 02:19,81.0
06-Nov-2017 02:19,06-Nov-2017 02:19,82.0
06-Nov-2017 02:19,06-Nov-2017 02:19,82.0
06-Nov-2017 02:19,06-Nov-2017 02:19,90.0
06-Nov-2017 02:19,06-Nov-2017 02:19,90.0
06-Nov-2017 02:19,06-Nov-2017 02:19,90.0
06-Nov-2017 02:19,06-Nov-2017 02:19,90.0
06-Nov-2017 02:19,06-Nov-2017 02:19,90.0
06-Nov-2017 02:19,06-Nov-2017 02:19,90.0
06-Nov-2017 02:19,06-Nov-2017 02:19,90.0
06-Nov-2017 02:20,06-Nov-2017 02:20,90.0
06-Nov-2017 02:20,06-Nov-2017 02:20,95.0
06-Nov-2017 02:20,06-Nov-2017 02:20,95.0
06-Nov-2017 02:20,06-Nov-2017 02:20,95.0
06-Nov-2017 02:20,06-Nov-2017 02:20,96.0
06-Nov-2017 02:20,06-Nov-2017 02:20,96.0
06-Nov-2017 02:20,06-Nov-2017 02:20,96.0
06-Nov-2017 02:20,06-Nov-2017 02:20,95.0
06-Nov-2017 02:20,06-Nov-2017 02:20,92.0
06-Nov-2017 02:20,06-Nov-2017 02:20,94.0
06-Nov-2017 02:20,06-Nov-2017 02:20,95.0
06-Nov-2017 02:21,06-Nov-2017 02:21,92.0
06-Nov-2017 02:21,06-Nov-2017 02:21,95.0
06-Nov-2017 02:21,06-Nov-2017 02:21,95.0
06-Nov-2017 02:21,06-Nov-2017 02:21,94.0
06-Nov-2017 02:21,06-Nov-2017 02:21,94.0
06-Nov-2017 02:21,06-Nov-2017 02:21,94.0
06-Nov-2017 02:21,06-Nov-2017 02:21,94.0
06-Nov-2017 02:21,06-Nov-2017 02:21,95.0
06-Nov-2017 02:21,06-Nov-2017 02:21,95.0
06-Nov-2017 02:21,06-Nov-2017 02:21,95.0
06-Nov-2017 02:21,06-Nov-2017 02:21,96.0
06-Nov-2017 02:21,06-Nov-2017 02:21,96.0
06-Nov-2017 02:21,06-Nov-2017 02:21,99.0
06-Nov-2017 02:22,06-Nov-2017 02:22,100.0
06-Nov-2017 02:22,06-Nov-2017 02:22,101.0
06-Nov-2017 02:22,06-Nov-2017 02:22,104.0
06-Nov-2017 02:22,06-Nov-2017 02:22,101.0
06-Nov-2017 02:22,06-Nov-2017 02:22,95.0
06-Nov-2017 02:22,06-Nov-2017 02:22,95.0
06-Nov-2017 02:22,06-Nov-2017 02:22,94.0
06-Nov-2017 02:22,06-Nov-2017 02:22,92.0
06-Nov-2017 02:22,06-Nov-2017 02:22,95.0
06-Nov-2017 02:22,06-Nov-2017 02:22,95.0
06-Nov-2017 02:22,06-Nov-2017 02:22,96.0
06-Nov-2017 02:23,06-Nov-2017 02:23,94.0
06-Nov-2017 02:23,06-Nov-2017 02:23,90.0
06-Nov-2017 02:23,06-Nov-2017 02:23,86.0
06-Nov-2017 02:23,06-Nov-2017 02:23,96.0
06-Nov-2017 02:23,06-Nov-2017 02:23,74.0
06-Nov-2017 02:23,06-Nov-2017 02:23,81.0
06-Nov-2017 02:24,06-Nov-2017 02:24,98.0
06-Nov-2017 02:24,06-Nov-2017 02:24,98.0
06-Nov-2017 02:24,06-Nov-2017 02:24,98.0
06-Nov-2017 02:24,06-Nov-2017 02:24,99.0
06-Nov-2017 02:24,06-Nov-2017 02:24,100.0
06-Nov-2017 02:24,06-Nov-2017 02:24,95.0
06-Nov-2017 02:24,06-Nov-2017 02:24,95.0
06-Nov-2017 02:24,06-Nov-2017 02:24,95.0
06-Nov-2017 02:24,06-Nov-2017 02:24,95.0
06-Nov-2017 02:24,06-Nov-2017 02:24,95.0
06-Nov-2017 02:24,06-Nov-2017 02:24,95.0
06-Nov-2017 02:24,06-Nov-2017 02:24,95.0
06-Nov-2017 02:25,06-Nov-2017 02:25,95.0
06-Nov-2017 02:25,06-Nov-2017 02:25,94.0
06-Nov-2017 02:25,06-Nov-2017 02:25,96.0
06-Nov-2017 02:25,06-Nov-2017 02:25,96.0
06-Nov-2017 02:25,06-Nov-2017 02:25,90.0
06-Nov-2017 02:25,06-Nov-2017 02:25,92.0
06-Nov-2017 02:25,06-Nov-2017 02:25,90.0
06-Nov-2017 02:25,06-Nov-2017 02:25,90.0
06-Nov-2017 02:25,06-Nov-2017 02:25,90.0
06-Nov-2017 02:25,06-Nov-2017 02:25,90.0
06-Nov-2017 02:25,06-Nov-2017 02:25,94.0
06-Nov-2017 02:25,06-Nov-2017 02:25,91.0
06-Nov-2017 02:26,06-Nov-2017 02:26,91.0
06-Nov-2017 02:26,06-Nov-2017 02:26,92.0
06-Nov-2017 02:26,06-Nov-2017 02:26,95.0
06-Nov-2017 02:26,06-Nov-2017 02:26,95.0
06-Nov-2017 02:26,06-Nov-2017 02:26,94.0
06-Nov-2017 02:26,06-Nov-2017 02:26,95.0
06-Nov-2017 02:26,06-Nov-2017 02:26,95.0
06-Nov-2017 02:26,06-Nov-2017 02:26,95.0
06-Nov-2017 02:28,06-Nov-2017 02:28,101.0
06-Nov-2017 02:28,06-Nov-2017 02:28,101.0
06-Nov-2017 02:28,06-Nov-2017 02:28,92.0
06-Nov-2017 02:28,06-Nov-2017 02:28,104.0
06-Nov-2017 02:28,06-Nov-2017 02:28,106.0
06-Nov-2017 02:28,06-Nov-2017 02:28,105.0
06-Nov-2017 02:29,06-Nov-2017 02:29,105.0
06-Nov-2017 02:30,06-Nov-2017 02:30,113.0
06-Nov-2017 02:31,06-Nov-2017 02:31,91.0
06-Nov-2017 02:31,06-Nov-2017 02:31,91.0
06-Nov-2017 02:31,06-Nov-2017 02:31,91.0
06-Nov-2017 02:31,06-Nov-2017 02:31,96.0
06-Nov-2017 02:32,06-Nov-2017 02:32,74.0
06-Nov-2017 02:32,06-Nov-2017 02:32,73.0
06-Nov-2017 02:32,06-Nov-2017 02:32,73.0
06-Nov-2017 02:32,06-Nov-2017 02:32,72.0
06-Nov-2017 02:32,06-Nov-2017 02:32,73.0
06-Nov-2017 02:33,06-Nov-2017 02:33,73.0
06-Nov-2017 02:33,06-Nov-2017 02:33,78.0
06-Nov-2017 02:33,06-Nov-2017 02:33,78.0
06-Nov-2017 02:33,06-Nov-2017 02:33,78.0
06-Nov-2017 02:34,06-Nov-2017 02:34,123.0
06-Nov-2017 02:34,06-Nov-2017 02:34,123.0
06-Nov-2017 02:34,06-Nov-2017 02:34,122.0
06-Nov-2017 02:34,06-Nov-2017 02:34,88.0
06-Nov-2017 02:35,06-Nov-2017 02:35,122.0
06-Nov-2017 02:35,06-Nov-2017 02:35,122.0
06-Nov-2017 02:35,06-Nov-2017 02:35,122.0
06-Nov-2017 02:35,06-Nov-2017 02:35,74.0
06-Nov-2017 02:35,06-Nov-2017 02:35,55.0
06-Nov-2017 02:35,06-Nov-2017 02:35,54.0
06-Nov-2017 02:35,06-Nov-2017 02:35,54.0
06-Nov-2017 02:36,06-Nov-2017 02:36,122.0
06-Nov-2017 02:36,06-Nov-2017 02:36,122.0
06-Nov-2017 02:36,06-Nov-2017 02:36,81.0
06-Nov-2017 02:36,06-Nov-2017 02:36,109.0
06-Nov-2017 02:37,06-Nov-2017 02:37,109.0
06-Nov-2017 02:37,06-Nov-2017 02:37,110.0
06-Nov-2017 02:37,06-Nov-2017 02:37,111.0
06-Nov-2017 02:37,06-Nov-2017 02:37,112.0
06-Nov-2017 02:37,06-Nov-2017 02:37,111.0
06-Nov-2017 02:37,06-Nov-2017 02:37,117.0
06-Nov-2017 02:38,06-Nov-2017 02:38,100.0
06-Nov-2017 02:38,06-Nov-2017 02:38,100.0
06-Nov-2017 02:38,06-Nov-2017 02:38,100.0
06-Nov-2017 02:38,06-Nov-2017 02:38,104.0
06-Nov-2017 02:38,06-Nov-2017 02:38,104.0
06-Nov-2017 02:38,06-Nov-2017 02:38,108.0
06-Nov-2017 02:39,06-Nov-2017 02:39,110.0
06-Nov-2017 02:39,06-Nov-2017 02:39,109.0
06-Nov-2017 02:39,06-Nov-2017 02:39,118.0
06-Nov-2017 02:39,06-Nov-2017 02:39,117.0
06-Nov-2017 02:39,06-Nov-2017 02:39,120.0
06-Nov-2017 02:41,06-Nov-2017 02:41,92.0
06-Nov-2017 02:42,06-Nov-2017 02:42,94.0
06-Nov-2017 02:42,06-Nov-2017 02:42,94.0
06-Nov-2017 02:42,06-Nov-2017 02:42,111.0
06-Nov-2017 02:42,06-Nov-2017 02:42,113.0
06-Nov-2017 02:42,06-Nov-2017 02:42,113.0
06-Nov-2017 02:42,06-Nov-2017 02:42,112.0
06-Nov-2017 02:42,06-Nov-2017 02:42,112.0
06-Nov-2017 02:42,06-Nov-2017 02:42,108.0
06-Nov-2017 02:42,06-Nov-2017 02:42,108.0
06-Nov-2017 02:42,06-Nov-2017 02:42,108.0
06-Nov-2017 02:42,06-Nov-2017 02:42,109.0
06-Nov-2017 02:43,06-Nov-2017 02:43,113.0
06-Nov-2017 02:43,06-Nov-2017 02:43,114.0
06-Nov-2017 02:43,06-Nov-2017 02:43,113.0
06-Nov-2017 02:43,06-Nov-2017 02:43,110.0
06-Nov-2017 02:43,06-Nov-2017 02:43,109.0
06-Nov-2017 02:43,06-Nov-2017 02:43,109.0
06-Nov-2017 02:43,06-Nov-2017 02:43,110.0
06-Nov-2017 02:43,06-Nov-2017 02:43,110.0
06-Nov-2017 02:43,06-Nov-2017 02:43,110.0
06-Nov-2017 02:43,06-Nov-2017 02:43,110.0
06-Nov-2017 02:44,06-Nov-2017 02:44,113.0
06-Nov-2017 02:44,06-Nov-2017 02:44,111.0
06-Nov-2017 02:44,06-Nov-2017 02:44,113.0
06-Nov-2017 02:44,06-Nov-2017 02:44,110.0
06-Nov-2017 02:44,06-Nov-2017 02:44,110.0
06-Nov-2017 02:44,06-Nov-2017 02:44,110.0
06-Nov-2017 02:44,06-Nov-2017 02:44,108.0
06-Nov-2017 02:44,06-Nov-2017 02:44,108.0
06-Nov-2017 02:44,06-Nov-2017 02:44,109.0
06-Nov-2017 02:44,06-Nov-2017 02:44,109.0
06-Nov-2017 02:45,06-Nov-2017 02:45,108.0
06-Nov-2017 02:45,06-Nov-2017 02:45,108.0
06-Nov-2017 02:45,06-Nov-2017 02:45,107.0
06-Nov-2017 02:45,06-Nov-2017 02:45,108.0
06-Nov-2017 02:45,06-Nov-2017 02:45,108.0
06-Nov-2017 02:45,06-Nov-2017 02:45,108.0
06-Nov-2017 02:45,06-Nov-2017 02:45,107.0
06-Nov-2017 02:45,06-Nov-2017 02:45,107.0
06-Nov-2017 02:45,06-Nov-2017 02:45,105.0
06-Nov-2017 02:45,06-Nov-2017 02:45,104.0
06-Nov-2017 02:45,06-Nov-2017 02:45,104.0
06-Nov-2017 02:45,06-Nov-2017 02:45,101.0
06-Nov-2017 02:46,06-Nov-2017 02:46,104.0
06-Nov-2017 02:46,06-Nov-2017 02:46,109.0
06-Nov-2017 02:46,06-Nov-2017 02:46,108.0
06-Nov-2017 02:46,06-Nov-2017 02:46,113.0
06-Nov-2017 02:46,06-Nov-2017 02:46,113.0
06-Nov-2017 02:46,06-Nov-2017 02:46,113.0
06-Nov-2017 02:46,06-Nov-2017 02:46,112.0
06-Nov-2017 02:46,06-Nov-2017 02:46,110.0
06-Nov-2017 02:46,06-Nov-2017 02:46,110.0
06-Nov-2017 02:46,06-Nov-2017 02:46,104.0
06-Nov-2017 02:46,06-Nov-2017 02:46,104.0
06-Nov-2017 02:46,06-Nov-2017 02:46,104.0
06-Nov-2017 02:47,06-Nov-2017 02:47,112.0
06-Nov-2017 02:47,06-Nov-2017 02:47,112.0
06-Nov-2017 02:47,06-Nov-2017 02:47,113.0
06-Nov-2017 02:47,06-Nov-2017 02:47,113.0
06-Nov-2017 02:47,06-Nov-2017 02:47,113.0
06-Nov-2017 02:47,06-Nov-2017 02:47,113.0
06-Nov-2017 02:47,06-Nov-2017 02:47,113.0
06-Nov-2017 02:47,06-Nov-2017 02:47,112.0
06-Nov-2017 02:47,06-Nov-2017 02:47,111.0
06-Nov-2017 02:47,06-Nov-2017 02:47,107.0
06-Nov-2017 02:47,06-Nov-2017 02:47,107.0
06-Nov-2017 02:48,06-Nov-2017 02:48,106.0
06-Nov-2017 02:48,06-Nov-2017 02:48,106.0
06-Nov-2017 02:48,06-Nov-2017 02:48,112.0
06-Nov-2017 02:48,06-Nov-2017 02:48,113.0
06-Nov-2017 02:48,06-Nov-2017 02:48,111.0
06-Nov-2017 02:48,06-Nov-2017 02:48,112.0
06-Nov-2017 02:51,06-Nov-2017 02:51,68.0
06-Nov-2017 02:52,06-Nov-2017 02:52,120.0
06-Nov-2017 02:52,06-Nov-2017 02:52,120.0
06-Nov-2017 02:52,06-Nov-2017 02:52,120.0
06-Nov-2017 02:56,06-Nov-2017 02:56,124.0
06-Nov-2017 02:56,06-Nov-2017 02:56,124.0
06-Nov-2017 02:57,06-Nov-2017 02:57,74.0
06-Nov-2017 02:58,06-Nov-2017 02:58,74.0
06-Nov-2017 02:58,06-Nov-2017 02:58,110.0
06-Nov-2017 02:58,06-Nov-2017 02:58,110.0
06-Nov-2017 02:58,06-Nov-2017 02:58,110.0
06-Nov-2017 02:58,06-Nov-2017 02:58,109.0
06-Nov-2017 02:58,06-Nov-2017 02:58,111.0
06-Nov-2017 02:58,06-Nov-2017 02:58,121.0
06-Nov-2017 02:59,06-Nov-2017 02:59,120.0
