Start,Finish,Heart Rate (count/min)
02-Jun-2018 12:31,02-Jun-2018 12:31,79.0
02-Jun-2018 12:31,02-Jun-2018 12:31,83.0
02-Jun-2018 12:31,02-Jun-2018 12:31,88.0
02-Jun-2018 12:31,02-Jun-2018 12:31,79.0
02-Jun-2018 12:31,02-Jun-2018 12:31,75.0
02-Jun-2018 12:31,02-Jun-2018 12:31,76.0
02-Jun-2018 12:31,02-Jun-2018 12:31,76.0
02-Jun-2018 12:31,02-Jun-2018 12:31,95.0
02-Jun-2018 12:31,02-Jun-2018 12:31,95.0
02-Jun-2018 12:32,02-Jun-2018 12:32,95.0
02-Jun-2018 12:32,02-Jun-2018 12:32,95.0
02-Jun-2018 12:32,02-Jun-2018 12:32,89.0
02-Jun-2018 12:32,02-Jun-2018 12:32,89.0
02-Jun-2018 12:32,02-Jun-2018 12:32,88.0
02-Jun-2018 12:32,02-Jun-2018 12:32,89.0
02-Jun-2018 12:32,02-Jun-2018 12:32,88.0
02-Jun-2018 12:32,02-Jun-2018 12:32,87.0
02-Jun-2018 12:34,02-Jun-2018 12:34,70.0
02-Jun-2018 12:34,02-Jun-2018 12:34,71.0
02-Jun-2018 12:34,02-Jun-2018 12:34,72.0
02-Jun-2018 12:34,02-Jun-2018 12:34,71.0
02-Jun-2018 12:34,02-Jun-2018 12:34,80.0
02-Jun-2018 12:34,02-Jun-2018 12:34,72.0
02-Jun-2018 12:34,02-Jun-2018 12:34,73.0
02-Jun-2018 12:35,02-Jun-2018 12:35,68.0
02-Jun-2018 12:35,02-Jun-2018 12:35,68.0
02-Jun-2018 12:36,02-Jun-2018 12:36,72.0
02-Jun-2018 12:36,02-Jun-2018 12:36,78.0
02-Jun-2018 12:37,02-Jun-2018 12:37,76.0
02-Jun-2018 12:37,02-Jun-2018 12:37,77.0
02-Jun-2018 12:37,02-Jun-2018 12:37,77.0
02-Jun-2018 12:37,02-Jun-2018 12:37,77.0
02-Jun-2018 12:37,02-Jun-2018 12:37,78.0
02-Jun-2018 12:37,02-Jun-2018 12:37,77.0
02-Jun-2018 12:40,02-Jun-2018 12:40,116.0
02-Jun-2018 12:40,02-Jun-2018 12:40,116.0
02-Jun-2018 12:41,02-Jun-2018 12:41,71.0
02-Jun-2018 12:41,02-Jun-2018 12:41,72.0
02-Jun-2018 12:41,02-Jun-2018 12:41,71.0
02-Jun-2018 12:41,02-Jun-2018 12:41,72.0
02-Jun-2018 12:41,02-Jun-2018 12:41,73.0
02-Jun-2018 12:41,02-Jun-2018 12:41,73.0
02-Jun-2018 12:41,02-Jun-2018 12:41,73.0
02-Jun-2018 12:41,02-Jun-2018 12:41,75.0
02-Jun-2018 12:42,02-Jun-2018 12:42,81.0
02-Jun-2018 12:42,02-Jun-2018 12:42,81.0
02-Jun-2018 12:42,02-Jun-2018 12:42,81.0
02-Jun-2018 12:42,02-Jun-2018 12:42,88.0
02-Jun-2018 12:42,02-Jun-2018 12:42,89.0
02-Jun-2018 12:42,02-Jun-2018 12:42,90.0
02-Jun-2018 12:42,02-Jun-2018 12:42,90.0
02-Jun-2018 12:42,02-Jun-2018 12:42,90.0
02-Jun-2018 12:42,02-Jun-2018 12:42,90.0
02-Jun-2018 12:42,02-Jun-2018 12:42,91.0
02-Jun-2018 12:42,02-Jun-2018 12:42,90.0
02-Jun-2018 12:43,02-Jun-2018 12:43,91.0
02-Jun-2018 12:43,02-Jun-2018 12:43,90.0
02-Jun-2018 12:43,02-Jun-2018 12:43,88.0
02-Jun-2018 12:43,02-Jun-2018 12:43,88.0
02-Jun-2018 12:43,02-Jun-2018 12:43,89.0
02-Jun-2018 12:43,02-Jun-2018 12:43,81.0
02-Jun-2018 12:43,02-Jun-2018 12:43,80.0
02-Jun-2018 12:43,02-Jun-2018 12:43,79.0
02-Jun-2018 12:44,02-Jun-2018 12:44,78.0
02-Jun-2018 12:44,02-Jun-2018 12:44,78.0
02-Jun-2018 12:44,02-Jun-2018 12:44,75.0
02-Jun-2018 12:44,02-Jun-2018 12:44,74.0
02-Jun-2018 12:44,02-Jun-2018 12:44,75.0
02-Jun-2018 12:44,02-Jun-2018 12:44,76.0
02-Jun-2018 12:44,02-Jun-2018 12:44,76.0
02-Jun-2018 12:45,02-Jun-2018 12:45,73.0
02-Jun-2018 12:47,02-Jun-2018 12:47,94.0
02-Jun-2018 12:47,02-Jun-2018 12:47,94.0
02-Jun-2018 12:48,02-Jun-2018 12:48,92.0
02-Jun-2018 12:48,02-Jun-2018 12:48,88.0
02-Jun-2018 12:49,02-Jun-2018 12:49,90.0
02-Jun-2018 12:49,02-Jun-2018 12:49,90.0
02-Jun-2018 12:49,02-Jun-2018 12:49,89.0
02-Jun-2018 12:49,02-Jun-2018 12:49,89.0
02-Jun-2018 12:49,02-Jun-2018 12:49,89.0
02-Jun-2018 12:49,02-Jun-2018 12:49,86.0
02-Jun-2018 12:49,02-Jun-2018 12:49,87.0
02-Jun-2018 12:49,02-Jun-2018 12:49,89.0
02-Jun-2018 12:49,02-Jun-2018 12:49,89.0
02-Jun-2018 12:50,02-Jun-2018 12:50,83.0
02-Jun-2018 12:50,02-Jun-2018 12:50,82.0
02-Jun-2018 12:50,02-Jun-2018 12:50,83.0
02-Jun-2018 12:50,02-Jun-2018 12:50,83.0
02-Jun-2018 12:50,02-Jun-2018 12:50,82.0
02-Jun-2018 12:50,02-Jun-2018 12:50,81.0
02-Jun-2018 12:50,02-Jun-2018 12:50,81.0
02-Jun-2018 12:51,02-Jun-2018 12:51,82.0
02-Jun-2018 12:51,02-Jun-2018 12:51,82.0
02-Jun-2018 12:51,02-Jun-2018 12:51,82.0
02-Jun-2018 12:51,02-Jun-2018 12:51,82.0
02-Jun-2018 12:51,02-Jun-2018 12:51,82.0
02-Jun-2018 12:51,02-Jun-2018 12:51,92.0
02-Jun-2018 12:51,02-Jun-2018 12:51,85.0
02-Jun-2018 12:51,02-Jun-2018 12:51,82.0
02-Jun-2018 12:52,02-Jun-2018 12:52,80.0
02-Jun-2018 12:52,02-Jun-2018 12:52,81.0
02-Jun-2018 12:52,02-Jun-2018 12:52,78.0
02-Jun-2018 12:52,02-Jun-2018 12:52,80.0
02-Jun-2018 12:52,02-Jun-2018 12:52,80.0
02-Jun-2018 12:52,02-Jun-2018 12:52,84.0
02-Jun-2018 12:52,02-Jun-2018 12:52,83.0
02-Jun-2018 12:52,02-Jun-2018 12:52,86.0
02-Jun-2018 12:52,02-Jun-2018 12:52,83.0
02-Jun-2018 12:52,02-Jun-2018 12:52,84.0
02-Jun-2018 12:52,02-Jun-2018 12:52,86.0
02-Jun-2018 12:52,02-Jun-2018 12:52,86.0
02-Jun-2018 12:53,02-Jun-2018 12:53,87.0
02-Jun-2018 12:53,02-Jun-2018 12:53,91.0
02-Jun-2018 12:53,02-Jun-2018 12:53,91.0
02-Jun-2018 12:53,02-Jun-2018 12:53,92.0
02-Jun-2018 12:53,02-Jun-2018 12:53,96.0
02-Jun-2018 12:53,02-Jun-2018 12:53,96.0
02-Jun-2018 12:53,02-Jun-2018 12:53,97.0
02-Jun-2018 12:53,02-Jun-2018 12:53,99.0
02-Jun-2018 12:53,02-Jun-2018 12:53,92.0
02-Jun-2018 12:53,02-Jun-2018 12:53,88.0
02-Jun-2018 12:54,02-Jun-2018 12:54,87.0
02-Jun-2018 12:54,02-Jun-2018 12:54,86.0
02-Jun-2018 12:54,02-Jun-2018 12:54,83.0
02-Jun-2018 12:54,02-Jun-2018 12:54,82.0
02-Jun-2018 12:54,02-Jun-2018 12:54,79.0
02-Jun-2018 12:54,02-Jun-2018 12:54,80.0
02-Jun-2018 12:54,02-Jun-2018 12:54,80.0
02-Jun-2018 12:54,02-Jun-2018 12:54,79.0
02-Jun-2018 12:54,02-Jun-2018 12:54,77.0
02-Jun-2018 12:54,02-Jun-2018 12:54,77.0
02-Jun-2018 12:54,02-Jun-2018 12:54,77.0
02-Jun-2018 12:54,02-Jun-2018 12:54,79.0
02-Jun-2018 12:55,02-Jun-2018 12:55,79.0
02-Jun-2018 12:55,02-Jun-2018 12:55,79.0
02-Jun-2018 12:55,02-Jun-2018 12:55,79.0
02-Jun-2018 12:55,02-Jun-2018 12:55,81.0
02-Jun-2018 12:55,02-Jun-2018 12:55,81.0
02-Jun-2018 12:55,02-Jun-2018 12:55,84.0
02-Jun-2018 12:55,02-Jun-2018 12:55,84.0
02-Jun-2018 12:55,02-Jun-2018 12:55,84.0
02-Jun-2018 12:55,02-Jun-2018 12:55,85.0
02-Jun-2018 12:55,02-Jun-2018 12:55,85.0
02-Jun-2018 12:55,02-Jun-2018 12:55,85.0
02-Jun-2018 12:55,02-Jun-2018 12:55,91.0
02-Jun-2018 12:55,02-Jun-2018 12:55,91.0
02-Jun-2018 12:56,02-Jun-2018 12:56,91.0
02-Jun-2018 12:56,02-Jun-2018 12:56,90.0
02-Jun-2018 12:56,02-Jun-2018 12:56,87.0
02-Jun-2018 12:56,02-Jun-2018 12:56,87.0
02-Jun-2018 12:56,02-Jun-2018 12:56,86.0
02-Jun-2018 12:56,02-Jun-2018 12:56,86.0
02-Jun-2018 12:56,02-Jun-2018 12:56,90.0
02-Jun-2018 12:56,02-Jun-2018 12:56,83.0
02-Jun-2018 12:56,02-Jun-2018 12:56,84.0
02-Jun-2018 12:57,02-Jun-2018 12:57,88.0
02-Jun-2018 12:57,02-Jun-2018 12:57,90.0
02-Jun-2018 12:57,02-Jun-2018 12:57,93.0
02-Jun-2018 12:57,02-Jun-2018 12:57,93.0
02-Jun-2018 12:57,02-Jun-2018 12:57,93.0
02-Jun-2018 12:57,02-Jun-2018 12:57,90.0
02-Jun-2018 12:57,02-Jun-2018 12:57,89.0
02-Jun-2018 12:57,02-Jun-2018 12:57,88.0
02-Jun-2018 12:57,02-Jun-2018 12:57,89.0
02-Jun-2018 12:57,02-Jun-2018 12:57,94.0
02-Jun-2018 12:57,02-Jun-2018 12:57,93.0
02-Jun-2018 12:57,02-Jun-2018 12:57,93.0
02-Jun-2018 12:58,02-Jun-2018 12:58,94.0
02-Jun-2018 12:58,02-Jun-2018 12:58,94.0
02-Jun-2018 12:58,02-Jun-2018 12:58,94.0
02-Jun-2018 12:58,02-Jun-2018 12:58,97.0
02-Jun-2018 12:58,02-Jun-2018 12:58,97.0
02-Jun-2018 12:58,02-Jun-2018 12:58,97.0
02-Jun-2018 12:58,02-Jun-2018 12:58,88.0
02-Jun-2018 12:58,02-Jun-2018 12:58,87.0
02-Jun-2018 12:58,02-Jun-2018 12:58,87.0
02-Jun-2018 12:59,02-Jun-2018 12:59,88.0
02-Jun-2018 12:59,02-Jun-2018 12:59,88.0
02-Jun-2018 12:59,02-Jun-2018 12:59,87.0
02-Jun-2018 12:59,02-Jun-2018 12:59,87.0
02-Jun-2018 12:59,02-Jun-2018 12:59,92.0
02-Jun-2018 12:59,02-Jun-2018 12:59,93.0
02-Jun-2018 12:59,02-Jun-2018 12:59,92.0
02-Jun-2018 12:59,02-Jun-2018 12:59,95.0
02-Jun-2018 12:59,02-Jun-2018 12:59,77.0
02-Jun-2018 12:59,02-Jun-2018 12:59,77.0
02-Jun-2018 12:59,02-Jun-2018 12:59,77.0
02-Jun-2018 13:00,02-Jun-2018 13:00,79.0
02-Jun-2018 13:00,02-Jun-2018 13:00,83.0
02-Jun-2018 13:00,02-Jun-2018 13:00,86.0
02-Jun-2018 13:00,02-Jun-2018 13:00,88.0
02-Jun-2018 13:00,02-Jun-2018 13:00,88.0
02-Jun-2018 13:00,02-Jun-2018 13:00,86.0
02-Jun-2018 13:00,02-Jun-2018 13:00,86.0
02-Jun-2018 13:00,02-Jun-2018 13:00,86.0
02-Jun-2018 13:00,02-Jun-2018 13:00,86.0
02-Jun-2018 13:00,02-Jun-2018 13:00,86.0
02-Jun-2018 13:00,02-Jun-2018 13:00,84.0
02-Jun-2018 13:01,02-Jun-2018 13:01,77.0
02-Jun-2018 13:01,02-Jun-2018 13:01,84.0
02-Jun-2018 13:01,02-Jun-2018 13:01,86.0
02-Jun-2018 13:01,02-Jun-2018 13:01,85.0
02-Jun-2018 13:01,02-Jun-2018 13:01,86.0
02-Jun-2018 13:01,02-Jun-2018 13:01,86.0
02-Jun-2018 13:01,02-Jun-2018 13:01,86.0
02-Jun-2018 13:01,02-Jun-2018 13:01,90.0
02-Jun-2018 13:01,02-Jun-2018 13:01,90.0
02-Jun-2018 13:01,02-Jun-2018 13:01,89.0
02-Jun-2018 13:01,02-Jun-2018 13:01,90.0
02-Jun-2018 13:01,02-Jun-2018 13:01,90.0
02-Jun-2018 13:02,02-Jun-2018 13:02,90.0
02-Jun-2018 13:02,02-Jun-2018 13:02,90.0
02-Jun-2018 13:02,02-Jun-2018 13:02,89.0
02-Jun-2018 13:02,02-Jun-2018 13:02,89.0
02-Jun-2018 13:02,02-Jun-2018 13:02,87.0
02-Jun-2018 13:02,02-Jun-2018 13:02,86.0
02-Jun-2018 13:02,02-Jun-2018 13:02,86.0
02-Jun-2018 13:02,02-Jun-2018 13:02,86.0
02-Jun-2018 13:02,02-Jun-2018 13:02,86.0
02-Jun-2018 13:02,02-Jun-2018 13:02,85.0
02-Jun-2018 13:02,02-Jun-2018 13:02,94.0
02-Jun-2018 13:03,02-Jun-2018 13:03,94.0
02-Jun-2018 13:03,02-Jun-2018 13:03,93.0
02-Jun-2018 13:03,02-Jun-2018 13:03,92.0
02-Jun-2018 13:03,02-Jun-2018 13:03,91.0
02-Jun-2018 13:03,02-Jun-2018 13:03,90.0
02-Jun-2018 13:03,02-Jun-2018 13:03,89.0
02-Jun-2018 13:03,02-Jun-2018 13:03,84.0
02-Jun-2018 13:03,02-Jun-2018 13:03,85.0
02-Jun-2018 13:03,02-Jun-2018 13:03,86.0
02-Jun-2018 13:03,02-Jun-2018 13:03,94.0
02-Jun-2018 13:04,02-Jun-2018 13:04,95.0
02-Jun-2018 13:04,02-Jun-2018 13:04,95.0
02-Jun-2018 13:04,02-Jun-2018 13:04,95.0
02-Jun-2018 13:04,02-Jun-2018 13:04,95.0
02-Jun-2018 13:04,02-Jun-2018 13:04,94.0
02-Jun-2018 13:04,02-Jun-2018 13:04,94.0
02-Jun-2018 13:04,02-Jun-2018 13:04,73.0
02-Jun-2018 13:04,02-Jun-2018 13:04,73.0
02-Jun-2018 13:04,02-Jun-2018 13:04,73.0
02-Jun-2018 13:04,02-Jun-2018 13:04,73.0
02-Jun-2018 13:04,02-Jun-2018 13:04,81.0
02-Jun-2018 13:05,02-Jun-2018 13:05,82.0
02-Jun-2018 13:05,02-Jun-2018 13:05,81.0
02-Jun-2018 13:05,02-Jun-2018 13:05,76.0
02-Jun-2018 13:05,02-Jun-2018 13:05,76.0
02-Jun-2018 13:05,02-Jun-2018 13:05,76.0
02-Jun-2018 13:05,02-Jun-2018 13:05,76.0
02-Jun-2018 13:05,02-Jun-2018 13:05,86.0
02-Jun-2018 13:05,02-Jun-2018 13:05,84.0
02-Jun-2018 13:05,02-Jun-2018 13:05,79.0
02-Jun-2018 13:05,02-Jun-2018 13:05,78.0
02-Jun-2018 13:05,02-Jun-2018 13:05,78.0
02-Jun-2018 13:06,02-Jun-2018 13:06,77.0
02-Jun-2018 13:06,02-Jun-2018 13:06,77.0
02-Jun-2018 13:06,02-Jun-2018 13:06,77.0
02-Jun-2018 13:06,02-Jun-2018 13:06,82.0
02-Jun-2018 13:06,02-Jun-2018 13:06,82.0
02-Jun-2018 13:06,02-Jun-2018 13:06,75.0
02-Jun-2018 13:07,02-Jun-2018 13:07,75.0
02-Jun-2018 13:07,02-Jun-2018 13:07,77.0
02-Jun-2018 13:07,02-Jun-2018 13:07,80.0
02-Jun-2018 13:07,02-Jun-2018 13:07,94.0
02-Jun-2018 13:07,02-Jun-2018 13:07,95.0
02-Jun-2018 13:07,02-Jun-2018 13:07,100.0
02-Jun-2018 13:07,02-Jun-2018 13:07,99.0
02-Jun-2018 13:07,02-Jun-2018 13:07,98.0
02-Jun-2018 13:07,02-Jun-2018 13:07,94.0
02-Jun-2018 13:07,02-Jun-2018 13:07,87.0
02-Jun-2018 13:08,02-Jun-2018 13:08,77.0
02-Jun-2018 13:08,02-Jun-2018 13:08,75.0
02-Jun-2018 13:08,02-Jun-2018 13:08,74.0
02-Jun-2018 13:08,02-Jun-2018 13:08,74.0
02-Jun-2018 13:08,02-Jun-2018 13:08,77.0
02-Jun-2018 13:08,02-Jun-2018 13:08,75.0
02-Jun-2018 13:08,02-Jun-2018 13:08,75.0
02-Jun-2018 13:08,02-Jun-2018 13:08,82.0
02-Jun-2018 13:08,02-Jun-2018 13:08,87.0
02-Jun-2018 13:08,02-Jun-2018 13:08,86.0
02-Jun-2018 13:08,02-Jun-2018 13:08,85.0
02-Jun-2018 13:09,02-Jun-2018 13:09,84.0
02-Jun-2018 13:09,02-Jun-2018 13:09,92.0
02-Jun-2018 13:09,02-Jun-2018 13:09,91.0
02-Jun-2018 13:09,02-Jun-2018 13:09,89.0
02-Jun-2018 13:09,02-Jun-2018 13:09,86.0
02-Jun-2018 13:09,02-Jun-2018 13:09,90.0
02-Jun-2018 13:09,02-Jun-2018 13:09,93.0
02-Jun-2018 13:09,02-Jun-2018 13:09,93.0
02-Jun-2018 13:09,02-Jun-2018 13:09,91.0
02-Jun-2018 13:09,02-Jun-2018 13:09,87.0
02-Jun-2018 13:09,02-Jun-2018 13:09,91.0
02-Jun-2018 13:10,02-Jun-2018 13:10,95.0
02-Jun-2018 13:10,02-Jun-2018 13:10,95.0
02-Jun-2018 13:10,02-Jun-2018 13:10,95.0
02-Jun-2018 13:10,02-Jun-2018 13:10,97.0
02-Jun-2018 13:10,02-Jun-2018 13:10,82.0
02-Jun-2018 13:10,02-Jun-2018 13:10,76.0
02-Jun-2018 13:10,02-Jun-2018 13:10,72.0
02-Jun-2018 13:10,02-Jun-2018 13:10,70.0
02-Jun-2018 13:10,02-Jun-2018 13:10,70.0
02-Jun-2018 13:10,02-Jun-2018 13:10,70.0
02-Jun-2018 13:11,02-Jun-2018 13:11,70.0
02-Jun-2018 13:11,02-Jun-2018 13:11,70.0
02-Jun-2018 13:11,02-Jun-2018 13:11,71.0
02-Jun-2018 13:11,02-Jun-2018 13:11,70.0
02-Jun-2018 13:11,02-Jun-2018 13:11,72.0
02-Jun-2018 13:11,02-Jun-2018 13:11,71.0
02-Jun-2018 13:11,02-Jun-2018 13:11,71.0
02-Jun-2018 13:11,02-Jun-2018 13:11,71.0
02-Jun-2018 13:11,02-Jun-2018 13:11,70.0
02-Jun-2018 13:11,02-Jun-2018 13:11,69.0
02-Jun-2018 13:11,02-Jun-2018 13:11,69.0
02-Jun-2018 13:11,02-Jun-2018 13:11,70.0
02-Jun-2018 13:12,02-Jun-2018 13:12,69.0
02-Jun-2018 13:12,02-Jun-2018 13:12,69.0
02-Jun-2018 13:12,02-Jun-2018 13:12,70.0
02-Jun-2018 13:12,02-Jun-2018 13:12,70.0
02-Jun-2018 13:12,02-Jun-2018 13:12,70.0
02-Jun-2018 13:12,02-Jun-2018 13:12,71.0
02-Jun-2018 13:12,02-Jun-2018 13:12,72.0
02-Jun-2018 13:12,02-Jun-2018 13:12,73.0
02-Jun-2018 13:12,02-Jun-2018 13:12,75.0
02-Jun-2018 13:12,02-Jun-2018 13:12,82.0
02-Jun-2018 13:12,02-Jun-2018 13:12,86.0
02-Jun-2018 13:12,02-Jun-2018 13:12,86.0
02-Jun-2018 13:13,02-Jun-2018 13:13,86.0
02-Jun-2018 13:13,02-Jun-2018 13:13,85.0
02-Jun-2018 13:13,02-Jun-2018 13:13,85.0
02-Jun-2018 13:13,02-Jun-2018 13:13,85.0
02-Jun-2018 13:13,02-Jun-2018 13:13,86.0
02-Jun-2018 13:13,02-Jun-2018 13:13,91.0
02-Jun-2018 13:14,02-Jun-2018 13:14,80.0
02-Jun-2018 13:14,02-Jun-2018 13:14,79.0
02-Jun-2018 13:14,02-Jun-2018 13:14,79.0
02-Jun-2018 13:14,02-Jun-2018 13:14,74.0
02-Jun-2018 13:14,02-Jun-2018 13:14,74.0
02-Jun-2018 13:14,02-Jun-2018 13:14,74.0
02-Jun-2018 13:14,02-Jun-2018 13:14,75.0
02-Jun-2018 13:14,02-Jun-2018 13:14,74.0
02-Jun-2018 13:14,02-Jun-2018 13:14,78.0
02-Jun-2018 13:14,02-Jun-2018 13:14,80.0
02-Jun-2018 13:14,02-Jun-2018 13:14,80.0
02-Jun-2018 13:15,02-Jun-2018 13:15,81.0
02-Jun-2018 13:15,02-Jun-2018 13:15,81.0
02-Jun-2018 13:15,02-Jun-2018 13:15,80.0
02-Jun-2018 13:15,02-Jun-2018 13:15,80.0
02-Jun-2018 13:15,02-Jun-2018 13:15,80.0
02-Jun-2018 13:15,02-Jun-2018 13:15,79.0
02-Jun-2018 13:15,02-Jun-2018 13:15,70.0
02-Jun-2018 13:15,02-Jun-2018 13:15,70.0
02-Jun-2018 13:15,02-Jun-2018 13:15,70.0
02-Jun-2018 13:15,02-Jun-2018 13:15,70.0
02-Jun-2018 13:15,02-Jun-2018 13:15,70.0
02-Jun-2018 13:16,02-Jun-2018 13:16,71.0
02-Jun-2018 13:16,02-Jun-2018 13:16,74.0
02-Jun-2018 13:16,02-Jun-2018 13:16,75.0
02-Jun-2018 13:16,02-Jun-2018 13:16,74.0
02-Jun-2018 13:16,02-Jun-2018 13:16,90.0
02-Jun-2018 13:16,02-Jun-2018 13:16,89.0
02-Jun-2018 13:16,02-Jun-2018 13:16,90.0
02-Jun-2018 13:16,02-Jun-2018 13:16,90.0
02-Jun-2018 13:17,02-Jun-2018 13:17,91.0
02-Jun-2018 13:17,02-Jun-2018 13:17,91.0
02-Jun-2018 13:17,02-Jun-2018 13:17,92.0
02-Jun-2018 13:17,02-Jun-2018 13:17,86.0
02-Jun-2018 13:17,02-Jun-2018 13:17,83.0
02-Jun-2018 13:17,02-Jun-2018 13:17,83.0
02-Jun-2018 13:17,02-Jun-2018 13:17,83.0
02-Jun-2018 13:17,02-Jun-2018 13:17,83.0
02-Jun-2018 13:17,02-Jun-2018 13:17,83.0
02-Jun-2018 13:17,02-Jun-2018 13:17,76.0
02-Jun-2018 13:17,02-Jun-2018 13:17,75.0
02-Jun-2018 13:18,02-Jun-2018 13:18,75.0
02-Jun-2018 13:18,02-Jun-2018 13:18,75.0
02-Jun-2018 13:18,02-Jun-2018 13:18,77.0
02-Jun-2018 13:18,02-Jun-2018 13:18,77.0
02-Jun-2018 13:18,02-Jun-2018 13:18,77.0
02-Jun-2018 13:18,02-Jun-2018 13:18,72.0
02-Jun-2018 13:18,02-Jun-2018 13:18,77.0
02-Jun-2018 13:18,02-Jun-2018 13:18,77.0
02-Jun-2018 13:18,02-Jun-2018 13:18,77.0
02-Jun-2018 13:19,02-Jun-2018 13:19,76.0
02-Jun-2018 13:19,02-Jun-2018 13:19,73.0
02-Jun-2018 13:19,02-Jun-2018 13:19,71.0
02-Jun-2018 13:19,02-Jun-2018 13:19,68.0
02-Jun-2018 13:19,02-Jun-2018 13:19,68.0
02-Jun-2018 13:19,02-Jun-2018 13:19,68.0
02-Jun-2018 13:19,02-Jun-2018 13:19,68.0
02-Jun-2018 13:19,02-Jun-2018 13:19,68.0
02-Jun-2018 13:19,02-Jun-2018 13:19,68.0
02-Jun-2018 13:19,02-Jun-2018 13:19,68.0
02-Jun-2018 13:20,02-Jun-2018 13:20,72.0
02-Jun-2018 13:20,02-Jun-2018 13:20,72.0
02-Jun-2018 13:20,02-Jun-2018 13:20,74.0
02-Jun-2018 13:20,02-Jun-2018 13:20,75.0
02-Jun-2018 13:20,02-Jun-2018 13:20,78.0
02-Jun-2018 13:20,02-Jun-2018 13:20,78.0
02-Jun-2018 13:20,02-Jun-2018 13:20,79.0
02-Jun-2018 13:20,02-Jun-2018 13:20,80.0
02-Jun-2018 13:20,02-Jun-2018 13:20,79.0
02-Jun-2018 13:21,02-Jun-2018 13:21,76.0
02-Jun-2018 13:21,02-Jun-2018 13:21,84.0
02-Jun-2018 13:21,02-Jun-2018 13:21,83.0
02-Jun-2018 13:21,02-Jun-2018 13:21,84.0
02-Jun-2018 13:21,02-Jun-2018 13:21,84.0
02-Jun-2018 13:21,02-Jun-2018 13:21,74.0
02-Jun-2018 13:21,02-Jun-2018 13:21,68.0
02-Jun-2018 13:21,02-Jun-2018 13:21,68.0
02-Jun-2018 13:21,02-Jun-2018 13:21,68.0
02-Jun-2018 13:22,02-Jun-2018 13:22,95.0
02-Jun-2018 13:22,02-Jun-2018 13:22,93.0
02-Jun-2018 13:22,02-Jun-2018 13:22,86.0
02-Jun-2018 13:22,02-Jun-2018 13:22,79.0
02-Jun-2018 13:22,02-Jun-2018 13:22,79.0
02-Jun-2018 13:22,02-Jun-2018 13:22,73.0
02-Jun-2018 13:22,02-Jun-2018 13:22,72.0
02-Jun-2018 13:22,02-Jun-2018 13:22,71.0
02-Jun-2018 13:22,02-Jun-2018 13:22,71.0
02-Jun-2018 13:23,02-Jun-2018 13:23,73.0
02-Jun-2018 13:23,02-Jun-2018 13:23,73.0
02-Jun-2018 13:23,02-Jun-2018 13:23,79.0
02-Jun-2018 13:23,02-Jun-2018 13:23,79.0
02-Jun-2018 13:23,02-Jun-2018 13:23,80.0
02-Jun-2018 13:23,02-Jun-2018 13:23,80.0
02-Jun-2018 13:23,02-Jun-2018 13:23,80.0
02-Jun-2018 13:23,02-Jun-2018 13:23,80.0
02-Jun-2018 13:23,02-Jun-2018 13:23,81.0
02-Jun-2018 13:23,02-Jun-2018 13:23,73.0
02-Jun-2018 13:24,02-Jun-2018 13:24,73.0
02-Jun-2018 13:24,02-Jun-2018 13:24,74.0
02-Jun-2018 13:24,02-Jun-2018 13:24,74.0
02-Jun-2018 13:24,02-Jun-2018 13:24,76.0
02-Jun-2018 13:24,02-Jun-2018 13:24,79.0
02-Jun-2018 13:24,02-Jun-2018 13:24,77.0
02-Jun-2018 13:24,02-Jun-2018 13:24,78.0
02-Jun-2018 13:24,02-Jun-2018 13:24,92.0
02-Jun-2018 13:24,02-Jun-2018 13:24,92.0
02-Jun-2018 13:24,02-Jun-2018 13:24,91.0
02-Jun-2018 13:24,02-Jun-2018 13:24,91.0
02-Jun-2018 13:24,02-Jun-2018 13:24,90.0
02-Jun-2018 13:25,02-Jun-2018 13:25,88.0
02-Jun-2018 13:25,02-Jun-2018 13:25,89.0
02-Jun-2018 13:25,02-Jun-2018 13:25,95.0
02-Jun-2018 13:25,02-Jun-2018 13:25,89.0
02-Jun-2018 13:25,02-Jun-2018 13:25,89.0
02-Jun-2018 13:25,02-Jun-2018 13:25,87.0
02-Jun-2018 13:25,02-Jun-2018 13:25,87.0
02-Jun-2018 13:25,02-Jun-2018 13:25,88.0
02-Jun-2018 13:25,02-Jun-2018 13:25,88.0
02-Jun-2018 13:25,02-Jun-2018 13:25,94.0
02-Jun-2018 13:26,02-Jun-2018 13:26,89.0
02-Jun-2018 13:26,02-Jun-2018 13:26,89.0
02-Jun-2018 13:26,02-Jun-2018 13:26,89.0
02-Jun-2018 13:27,02-Jun-2018 13:27,88.0
02-Jun-2018 13:27,02-Jun-2018 13:27,86.0
02-Jun-2018 13:27,02-Jun-2018 13:27,86.0
02-Jun-2018 13:27,02-Jun-2018 13:27,86.0
02-Jun-2018 13:27,02-Jun-2018 13:27,85.0
02-Jun-2018 13:27,02-Jun-2018 13:27,85.0
02-Jun-2018 13:27,02-Jun-2018 13:27,83.0
02-Jun-2018 13:28,02-Jun-2018 13:28,82.0
02-Jun-2018 13:28,02-Jun-2018 13:28,82.0
02-Jun-2018 13:28,02-Jun-2018 13:28,86.0
02-Jun-2018 13:28,02-Jun-2018 13:28,88.0
02-Jun-2018 13:28,02-Jun-2018 13:28,95.0
02-Jun-2018 13:28,02-Jun-2018 13:28,92.0
