1509035912.3,28.7861146,-81.1561125
1509036737.628,28.7861116,-81.1561177
1509037482.813,28.7861118,-81.1561225
1509037783.417,28.7861116,-81.1561151
1509046604.042,28.786077,-81.1560477
1509046789.0,28.7861034,-81.156006
1509054334.881,28.7861034,-81.1561263
1509054410.836,28.7855063,-81.1548462
1509054597.024,28.7782443,-81.1489127
1509054944.75,28.7869231,-81.2052778
1509055346.391,28.7865884,-81.2310273
1509055585.839,28.7868116,-81.2692255
1509055982.437,28.7865465,-81.2989881
1509056095.22,28.7847498,-81.3041716
1509056306.675,28.7847229,-81.3041606
1509056838.345,28.784747,-81.3042761
1509056891.6,28.7852202,-81.3054805
1509057020.381,28.7948848,-81.3088581
1509057164.378,28.7966119,-81.3114886
1509057488.507,28.7966119,-81.3115103
1509065417.215,28.7965081,-81.311364
1509072310.201,28.796653,-81.3115547
1509088971.361,28.7966568,-81.3115582
1509116390.762,28.7965407,-81.3114995
1509116458.972,28.7946701,-81.3091857
1509116644.875,28.7863997,-81.3075952
1509117026.966,28.7131146,-81.2398702
1509117355.715,28.6246031,-81.2549976
1509117678.792,28.597585,-81.2196244
1509117848.61,28.5999221,-81.205692
1509118355.408,28.5999954,-81.2012949
1509122080.024,28.6006561,-81.2056887
1509122523.219,28.6150804,-81.2075314
1509122843.181,28.6623867,-81.2082469
1509123161.091,28.6789049,-81.1810829
1509123477.604,28.7158663,-81.11783
1509123791.754,28.7645136,-81.1496154
1509124036.317,28.7833648,-81.1547781
1509124398.41,28.7861093,-81.1561221
1509124398.82,28.7861111,-81.1561192
1509124538.332,28.7861109,-81.1561159
1509124728.353,28.7861184,-81.1562009
1509126283.273,28.7861111,-81.156118
1509126585.981,28.7861109,-81.1561156
1509128000.873,28.7862941,-81.1588936
1509128549.071,28.7864359,-81.1562359
1509129083.556,28.7861112,-81.1561263
1509129396.11,28.786387,-81.1576496
1509136796.214,28.7861111,-81.1561197
1509137096.822,28.7861109,-81.1561156
1509139050.062,28.7861144,-81.1561197
1509139184.952,28.7818112,-81.1528629
1509139594.518,28.7868823,-81.196463
1509139910.774,28.7866667,-81.245481
1509140141.376,28.7866865,-81.2723852
1509140260.369,28.7866174,-81.286114
1509140409.999,28.7906808,-81.3082032
1509140497.999,28.7965768,-81.3114287
1509141240.002,28.7967383,-81.3114242
1509144275.998,28.7967104,-81.3114036
1509144359.18,28.7956861,-81.3134667
1509144692.839,28.7868102,-81.3426461
1509145017.432,28.7846044,-81.3501764
1509145170.998,28.7824452,-81.3472841
1509145522.998,28.7656798,-81.3602386
1509145840.999,28.6933673,-81.3883946
1509146035.998,28.684497,-81.3951354
1509146339.0,28.6871357,-81.3920987
1509148660.156,28.688397,-81.3906903
1509148916.014,28.6872513,-81.3990908
1509149585.592,28.6929713,-81.3988176
1509150482.543,28.6930708,-81.3985633
1509153837.047,28.6932552,-81.3984974
1509161738.018,28.6930712,-81.3986442
1509164409.128,28.6947558,-81.3993904
1509164420.137,28.6947667,-81.3993696
1509166722.599,28.694767,-81.3993834
1509172892.038,28.6948119,-81.3993951
1509175270.392,28.6934204,-81.398181
1509175275.127,28.6933948,-81.3981792
1509178671.017,28.6932179,-81.3987768
1509219645.969,28.6932353,-81.3984182
1509220263.121,28.7092689,-81.3799764
1509220574.662,28.7864726,-81.3493555
1509220891.522,28.7946004,-81.3164622
1509221649.017,28.7967253,-81.3115837
1509221657.09,28.796749,-81.3115391
1509224138.696,28.7966934,-81.3116263
1509318475.776,28.7959743,-81.3114258
1509318489.008,28.7965388,-81.3115023
1509318791.346,28.7865605,-81.3408288
1509319211.0,28.7716479,-81.3581085
1509319527.625,28.6927171,-81.3887838
1509319691.947,28.6875981,-81.4065258
1509319818.242,28.6874532,-81.4117671
1509319942.361,28.6865902,-81.4149705
1509320072.0,28.6819254,-81.4127478
1509320199.998,28.6810822,-81.4076927
1509322466.896,28.6821394,-81.4498117
1509322701.996,28.6872933,-81.4488753
1509323102.561,28.6825627,-81.4189517
1509323345.39,28.6831103,-81.4067968
1509323520.854,28.6832324,-81.4066683
1509326826.153,28.6830479,-81.4069151
1509328113.225,28.6831026,-81.4068122
1509391649.015,28.6831954,-81.407043
1509393397.256,28.6886056,-81.3921251
1509393707.806,28.7502604,-81.3652618
1509394030.752,28.7863905,-81.338991
1509394346.809,28.7964854,-81.3144393
1509394592.212,28.796569,-81.3114964
1509394929.291,28.7966335,-81.3116409
1509396860.414,28.796724,-81.3114881
1509413192.013,28.796569,-81.3114964
1509413339.865,28.7866902,-81.3163668
1509413752.98,28.7384625,-81.369742
1509414063.802,28.6871378,-81.3923541
1509414746.787,28.6870681,-81.3921648
1509417091.41,28.6871759,-81.3925444
1509417130.999,28.6871889,-81.3924483
1509417207.369,28.6869662,-81.3973762
1509417556.022,28.6832029,-81.4070859
1509417849.0,28.6832919,-81.4071176
1509429612.863,28.68324,-81.4070285
1509443635.085,28.6831899,-81.4071991
1509452031.288,28.6832888,-81.4070915
1509452325.995,28.6831016,-81.4072601
1509452420.669,28.6819569,-81.4128595
1509452610.999,28.6785806,-81.4190551
1509452747.999,28.6650882,-81.4146013
1509452873.324,28.6617741,-81.4034196
1509453123.354,28.6618629,-81.3921938
1509453246.0,28.663757,-81.3688582
1509453375.371,28.6632763,-81.3496869
1509453556.393,28.6612928,-81.3430074
1509453687.465,28.6516757,-81.3286972
1509453821.0,28.6470889,-81.3058937
1509453940.354,28.6475165,-81.2808212
1509454076.397,28.6442905,-81.2665497
1509454212.999,28.6275383,-81.2663189
1509454403.375,28.6187073,-81.2660709
1509454537.999,28.6177499,-81.2470469
1509454659.999,28.5994077,-81.244813
1509454823.371,28.5974416,-81.2428984
1509454956.374,28.5975089,-81.2302317
1509455181.397,28.5975825,-81.2245812
1509455333.996,28.5993585,-81.2087149
1509455749.434,28.5981097,-81.2077972
1509456180.998,28.5971228,-81.1999207
1509457487.218,28.6033257,-81.2019931
1509457491.577,28.5997548,-81.200387
1509457857.855,28.599877,-81.2004644
1509462722.912,28.5998097,-81.2004027
1509463076.516,28.5970134,-81.200342
1509464290.863,28.6073673,-81.207646
1509465089.401,28.6226425,-81.2076402
1509465402.897,28.6682832,-81.2083687
1509465716.896,28.6856173,-81.1635738
1509466031.695,28.7250972,-81.1149968
1509466349.489,28.7704549,-81.1488191
1509466671.956,28.7860597,-81.1561018
1509466784.649,28.7861112,-81.1561208
1509466982.329,28.7861108,-81.1561206
1509469839.276,28.7861106,-81.1561252
1509470361.202,28.7861123,-81.156123
1509478181.804,28.7861223,-81.1559641
1509478403.756,28.7861141,-81.1559378
1509478741.796,28.7859914,-81.1562603
1509486104.031,28.78611,-81.1561178
1509486445.552,28.7779683,-81.1489151
1509486602.986,28.7797032,-81.166079
1509487064.552,28.7868998,-81.2197204
1509487285.267,28.7867915,-81.2644429
1509487481.45,28.7867321,-81.2756059
1509487720.727,28.7865357,-81.3053153
1509487935.424,28.7964925,-81.3115272
1509488294.327,28.7967242,-81.311601
1509510426.574,28.7965853,-81.3115218
1509510494.493,28.7956513,-81.3143085
1509510624.662,28.7865893,-81.3168279
1509510750.866,28.7863668,-81.3347502
1509510877.018,28.7862734,-81.3132501
1509511003.337,28.7869759,-81.2972819
1509511207.185,28.7871372,-81.2971327
1509511335.113,28.7868097,-81.297497
1509511508.02,28.796509,-81.3164488
1509511630.441,28.7968123,-81.3114049
1509511631.3,28.796654,-81.3114617
1509511823.654,28.7966578,-81.3115257
1509533231.243,28.7966399,-81.3115499
1509539777.18,28.7967504,-81.3115945
1509540969.031,28.7966942,-81.3115736
